id,name,age,grade,gender
3797,Patricia Gibson,18,12,Female
3798,Sandra Baker,15,9,Female
3799,Rodney Mitchell,17,11,Male
3800,Stephanie Tate,17,12,Female
3801,Heather Anderson,17,11,Female
3802,Jennifer Taylor,15,10,Female
3803,Amber Fitzpatrick,15,10,Female
3804,Mr. Richard Schneider,17,12,Male
3805,Judith Miller,16,10,Female
3806,Ashley Brown,16,10,Female
3807,Todd Black,16,10,Male
3808,Christopher Watkins,18,12,Male
3809,Michael Powell,17,11,Male
3810,Sara Griffith,14,9,Female
3811,Beverly Davila,15,10,Female
3812,Ebony Buck,16,11,Female
3813,Alison Hardy,17,12,Female
3814,Madison Vargas,17,12,Female
3815,Alison Burke,16,10,Female
3816,Mitchell Greene,17,12,Male
3817,David Olsen,17,12,Male
3818,James Arroyo,16,10,Male
3819,Dr. Terrence Nelson,14,9,Male
3820,Nicole Strong,17,11,Female
3821,John Cruz,14,9,Male
3822,Claudia Lewis,17,12,Female
3823,Shane Patel,16,11,Male
3824,Paul Garcia,17,12,Male
3825,Michael Conley,15,9,Male
3826,Rebecca Quinn,14,9,Female
3827,Emma Mayer,18,12,Female
3828,Anthony Davila,18,12,Male
3829,Andrea Hernandez,15,9,Female
3830,Michael Robertson,16,10,Male
3831,Thomas Leonard,16,11,Male
3832,Daniel Williams,17,11,Male
3833,Gary Maxwell,14,9,Male
3834,Brittany Barber,17,11,Female
3835,Catherine Blair,17,12,Female
3836,Brandon Bell,17,11,Male
3837,Robert Cobb,18,12,Male
3838,Debbie Jones,16,10,Female
3839,Erin Wells,17,12,Female
3840,Andrew Shelton,16,11,Male
3841,Jacqueline Calhoun,15,10,Female
3842,Melissa Farmer,16,10,Female
3843,Connie Mcdonald,15,10,Female
3844,Olivia Parrish,16,11,Female
3845,Courtney Henderson,15,9,Female
3846,Casey Lawrence,15,10,Male
3847,Jennifer Hobbs,15,10,Female
3848,Victoria Park,17,12,Female
3849,Yvonne Mckinney,17,11,Female
3850,Mitchell Johnson,16,11,Male
3851,Jennifer Curtis,18,12,Female
3852,Allison Thompson,17,11,Female
3853,Kathleen Brown,17,11,Female
3854,Amanda Ramirez,17,11,Female
3855,Kathryn Perez,18,12,Female
3856,Cynthia Bailey,16,11,Female
3857,Gavin Moody,17,11,Male
3858,Sharon Smith,18,12,Female
3859,Cheryl Watson,18,12,Female
3860,Misty Mitchell,17,12,Female
3861,Kenneth Brown,15,9,Male
3862,John Clark,15,9,Male
3863,William Jackson,15,9,Male
3864,Yvonne Turner,15,10,Female
3865,Stacy Harrison,18,12,Female
3866,Melanie Bush,14,9,Female
3867,Samuel Mays,17,12,Male
3868,Rachel Russell,17,12,Female
3869,Terri Reyes,17,12,Female
3870,Derek Stewart,17,11,Male
3871,Shane Robertson,17,11,Male
3872,Crystal Reed,17,12,Female
3873,Grant Williams,17,12,Male
3874,Justin Dorsey,17,12,Male
3875,Daniel Garza,17,12,Male
3876,Deborah Green,16,11,Female
3877,Katherine Tucker,15,10,Female
3878,Aaron Miller,15,9,Male
3879,Monica Carter,16,10,Female
3880,Amy Miller,18,12,Female
3881,Robert Martinez,14,9,Male
3882,Nathan Gray,17,11,Male
3883,George Jones,17,12,Male
3884,Thomas Trevino,14,9,Male
3885,Tami Jordan,18,12,Female
3886,Mackenzie Mora,17,12,Female
3887,Ernest Bennett,16,11,Male
3888,Tiffany Williams,18,12,Female
3889,Erika Hamilton,18,12,Female
3890,Daniel Daniels,17,11,Male
3891,Natalie Davidson,14,9,Female
3892,Anthony Sullivan,15,9,Male
3893,Cynthia Richards,16,10,Female
3894,Robert Carr,15,9,Male
3895,Benjamin Hughes,18,12,Male
3896,Jennifer Lee,14,9,Female
3897,George Lane,16,11,Male
3898,Eric Sparks,14,9,Male
3899,Emily Harrison,17,11,Female
3900,Terry Lee,15,9,Female
3901,Michelle Cooper,18,12,Female
3902,Cynthia Dunn,17,12,Female
3903,David Green,16,10,Male
3904,Anna Brown,15,9,Female
3905,Megan Oconnell,16,10,Female
3906,Anna Rhodes,15,9,Female
3907,Robert White,15,9,Male
3908,Jennifer Perez,16,10,Female
3909,Kim Brooks,17,12,Female
3910,Eric Carr,17,12,Male
3911,Emily Brock,16,11,Female
3912,Shane Mathis,16,11,Male
3913,Jessica Evans,15,9,Female
3914,Pamela King,18,12,Female
3915,Christopher Rodriguez,17,12,Male
3916,Melissa Hansen,14,9,Female
3917,Kathleen Noble,15,9,Female
3918,Joshua Walton,14,9,Male
3919,Cindy Cooper,14,9,Female
3920,Ricky Vazquez,14,9,Male
3921,Amanda Hill,17,12,Female
3922,Jose Jones,16,10,Male
3923,Margaret Page,17,11,Female
3924,Crystal Smith,17,12,Female
3925,Sylvia Crane,17,11,Female
3926,Lynn Glover,15,9,Female
3927,Nicole Solis,17,12,Female
3928,Jennifer Zimmerman,16,10,Female
3929,Nathan Davis,16,11,Male
3930,Catherine Lam,18,12,Female
3931,William Kelly,17,12,Male
3932,Arthur Henry,18,12,Male
3933,Vanessa Walker,18,12,Female
3934,Shannon Rios,15,10,Female
3935,Randy Shepherd,18,12,Male
3936,Anne Ryan,17,12,Female
3937,Anna Walton,16,10,Female
3938,Melissa Martin,16,10,Female
3939,Allison Crosby,17,11,Female
3940,Gregg Johnson,17,12,Male
3941,Austin Foley,17,11,Male
3942,Matthew Best,15,10,Male
3943,Catherine Cooper,16,10,Female
3944,Karen Humphrey,17,12,Female
3945,Colleen Oneill,15,10,Female
3946,Christian Costa,16,11,Male
3947,Elizabeth Smith,17,12,Female
3948,Connie Novak,16,11,Female
3949,Joshua Smith,17,12,Male
3950,Olivia Cross,18,12,Female
3951,Jordan Roberts,16,10,Male
3952,Rebecca Dalton,18,12,Female
3953,Robert Wilson,15,10,Male
3954,Jeffrey Mccoy,16,10,Male
3955,Rebecca Marshall,17,12,Female
3956,Kelly Vazquez,18,12,Female
3957,Wanda Jordan,16,11,Female
3958,Benjamin Rivera,18,12,Male
3959,Angela Gardner,15,9,Female
3960,Leonard Hicks,16,11,Male
3961,Joseph Price,17,12,Male
3962,James Morgan,17,11,Male
3963,Michael Johnson,15,10,Male
3964,Colin Stuart,17,11,Male
3965,Daniel Johnson,15,9,Male
3966,Mrs. Bonnie Carter MD,15,9,Female
3967,Rebecca Brooks,17,12,Female
3968,Donald Rich,17,12,Male
3969,Alyssa Buckley,15,10,Female
3970,Anthony Sutton,14,9,Male
3971,Lori Cline,17,12,Female
3972,Rebecca Pacheco,17,12,Female
3973,Christopher Reese,15,9,Male
3974,Christina Ortega,17,12,Female
3975,Jose Nelson,17,11,Male
3976,Cynthia Anthony,15,9,Female
3977,Michelle Hart,17,12,Female
3978,Carlos Dean,17,12,Male
3979,Jake Rogers,16,11,Male
3980,Christopher Price,17,12,Male
3981,Kelly Smith,16,11,Female
3982,Jennifer Adams,16,10,Female
3983,Mary Rogers,14,9,Female
3984,James Manning,15,9,Male
3985,Regina Perez,15,9,Female
3986,William Gutierrez,17,11,Male
3987,Teresa Green,15,10,Female
3988,Christopher Mack,16,11,Male
3989,Andrew Wong,15,10,Male
3990,Sean Hester,15,10,Male
3991,Matthew Hall,15,9,Male
3992,Kyle Woods,18,12,Male
3993,Alicia Avery,17,11,Female
3994,Leonard Cooper,16,11,Male
3995,Rebecca Martinez,15,10,Female
3996,Maurice Peters,15,9,Male
3997,Valerie Case,16,10,Female
3998,Eugene Knox,16,10,Male
3999,Kevin Martinez,16,11,Male
4000,Sheri Watson,17,12,Female
4001,Tanner Snyder,18,12,Male
4002,Alice James,14,9,Female
4003,Jonathan Hoffman,15,9,Male
4004,Timothy Wagner,15,9,Male
4005,Matthew Holloway,17,12,Male
4006,Matthew Logan,17,11,Male
4007,Jeffery Gonzales,18,12,Male
4008,Diane Reynolds,15,10,Female
4009,Steven Richard,17,12,Male
4010,Brenda Walker,15,10,Female
4011,Julie Reynolds,16,10,Female
4012,Angela Mckay,15,9,Female
4013,Deborah Hensley,18,12,Female
4014,Charles Blanchard,16,10,Male
4015,Miranda Johnson,16,11,Female
4016,Michelle Chen,17,12,Female
4017,Daniel Gill,15,9,Male
4018,Erica Wells,14,9,Female
4019,Gina Little,16,10,Female
4020,Melissa Jones,17,11,Female
4021,Martha Booth,17,11,Female
4022,Lydia Harper,16,11,Female
4023,Susan Bennett,14,9,Female
4024,Nicole Perez,16,11,Female
4025,Alyssa Diaz,15,9,Female
4026,Briana Lane,14,9,Female
4027,Belinda Reeves,17,11,Female
4028,Jeffrey Galvan,15,10,Male
4029,Christina Bender,14,9,Female
4030,Dr. Donald Peck,16,11,Male
4031,Juan Carter,17,11,Male
4032,James Robinson,17,12,Male
4033,Sarah Whitehead,18,12,Female
4034,Amy Simpson,17,11,Female
4035,Brian Moore,17,12,Male
4036,Mark Wilson,16,11,Male
4037,Jason Williams,15,10,Male
4038,Jodi Smith,18,12,Female
4039,Henry Singh,16,10,Male
4040,Lauren Jordan,15,10,Female
4041,Heather Sellers,15,10,Female
4042,Renee Ramos,17,12,Female
4043,Jonathan Cortez,18,12,Male
4044,Michael Edwards,17,11,Male
4045,Richard Houston,15,10,Male
4046,Vincent Sherman,17,12,Male
4047,Nicholas Henderson,15,10,Male
4048,Alison Mclean,17,11,Female
4049,Jesse Reynolds,16,11,Male
4050,Steven Parks,17,12,Male
4051,Amber Garcia,17,12,Female
4052,Mark Campbell,16,11,Male
4053,Maria Tucker,17,11,Female
4054,Chloe Goodman,14,9,Female
4055,Hannah Davis,16,10,Female
4056,David Dunn,14,9,Male
4057,Jeremy Smith,17,11,Male
4058,Kenneth Christian,16,10,Male
4059,Helen Patel,15,9,Female
4060,Annette Ellis,15,10,Female
4061,Rebecca Fowler,17,12,Female
4062,Larry Brown,17,11,Male
4063,Nicholas Clarke,18,12,Male
4064,Joseph Lambert,16,11,Male
4065,Eduardo Sanders,17,11,Male
4066,David Lowery,16,11,Male
4067,Carol Foster,17,12,Female
4068,Christina Perry,17,11,Female
4069,Krista Sheppard,14,9,Female
4070,Gina Price,14,9,Female
4071,Hunter Porter,15,10,Male
4072,Edward Garcia,16,11,Male
4073,Claire Perez,15,9,Female
4074,David Hammond,17,12,Male
4075,Cheryl Johnson,18,12,Female
4076,Lisa Peterson,15,9,Female
4077,Darrell Nguyen,14,9,Male
4078,Elizabeth Thompson MD,16,10,Female
4079,Ariel Erickson,14,9,Female
4080,Sarah Wolfe,17,12,Female
4081,Mary Skinner,16,11,Female
4082,Kelly Bowers,16,11,Male
4083,Ronald Smith,16,10,Male
4084,Joshua Garza,18,12,Male
4085,Erika Patrick,17,12,Female
4086,Robert Holden,15,10,Male
4087,Carl Smith,18,12,Male
4088,Austin Vazquez,15,10,Male
4089,Katherine Hardin,15,9,Female
4090,Ashley Neal,15,9,Female
4091,Michelle Johnson,16,11,Female
4092,Megan Lawson,16,10,Female
4093,Alicia Coleman,16,11,Female
4094,Daniel Olson Jr.,15,10,Male
4095,Jordan Proctor,16,10,Female
4096,Dr. Jacob Ramos Jr.,18,12,Male
4097,Donald Martinez,14,9,Male
4098,Kristin Martinez,16,11,Female
4099,Ashley Jones,17,11,Female
4100,Nathaniel Hill,18,12,Male
4101,Bruce Jenkins,17,11,Male
4102,Corey Hanson,15,9,Male
4103,Robert Peck,17,12,Male
4104,Amy Dennis,17,12,Female
4105,John Thompson,16,10,Male
4106,Jasmine Trujillo,17,12,Female
4107,Charles Davis,15,10,Male
4108,Patrick Gibson,14,9,Male
4109,Kristen Neal,16,11,Female
4110,Courtney Green,16,10,Female
4111,Melissa Conner,14,9,Female
4112,Isabel Pittman,15,10,Female
4113,Vincent Montoya,18,12,Male
4114,Melissa Brown,18,12,Female
4115,Gary Collins,14,9,Male
4116,Dean Fisher,18,12,Male
4117,Dale Hughes,14,9,Male
4118,Michael Arnold,16,10,Male
4119,Suzanne Austin,15,9,Female
4120,Ashley Harris,18,12,Female
4121,Ashley Griffin,16,11,Female
4122,Warren Parker,16,11,Male
4123,Tamara Berry,14,9,Female
4124,Karen Jenkins,16,11,Female
4125,Alexis Gonzalez,15,9,Female
4126,James Richard,17,11,Male
4127,Eric Jennings,17,12,Male
4128,Mark Murphy,16,11,Male
4129,Victoria Deleon,17,11,Female
4130,Timothy Davis,16,10,Male
4131,Alan Wallace,15,10,Male
4132,Danielle Lee,17,12,Female
4133,Hannah Payne,15,10,Female
4134,David Wilkinson,14,9,Male
4135,James Snow,16,11,Male
4136,William Wells,14,9,Male
4137,Alexander Griffith,14,9,Male
4138,Antonio Phillips,14,9,Male
4139,Robin Morgan,17,12,Female
4140,Heather Hernandez,18,12,Female
4141,Nicole Wall,18,12,Female
4142,Bryan Gardner,16,10,Male
4143,David Fletcher,15,9,Male
4144,Lauren Manning,15,9,Female
4145,Joshua Ramirez,16,11,Male
4146,Brooke Kramer,14,9,Female
4147,Christopher Gaines,14,9,Male
4148,Angela White,14,9,Female
4149,Cody Everett,14,9,Male
4150,Alyssa Mclaughlin,16,10,Female
4151,Douglas Wall,15,10,Male
4152,Thomas Rodgers,15,10,Male
4153,Kelly Duran MD,17,11,Female
4154,Robert Carter,14,9,Male
4155,Richard Brown,17,11,Male
4156,Kyle Brown,14,9,Male
4157,Jonathan Mccann,15,9,Male
4158,Bryan Mercado,17,11,Male
4159,Ryan Schmitt,16,11,Male
4160,Robin Evans,15,9,Female
4161,Nancy Watkins,16,10,Female
4162,Richard Lynch,15,10,Male
4163,Adam Butler,15,9,Male
4164,Amy Small,17,11,Female
4165,William Long,15,10,Male
4166,Greg Tucker IV,16,10,Male
4167,Bryan Nguyen,15,9,Male
4168,Keith Harrington,16,10,Male
4169,Kirsten Neal DDS,15,9,Female
4170,Zachary Woods,18,12,Male
4171,Paul Jones,17,11,Male
4172,Benjamin Brock,15,9,Male
4173,Shannon Friedman,14,9,Female
4174,Bruce Christensen,15,9,Male
4175,Laura Clements DVM,14,9,Female
4176,Brandon Johnson,15,9,Male
4177,Roberto Mckenzie,18,12,Male
4178,Helen Morris,16,11,Female
4179,James Rodriguez,15,10,Male
4180,Laurie Jones,16,10,Female
4181,Dillon Hayes,15,9,Male
4182,Ashley Martin,14,9,Female
4183,Brandy Mitchell,14,9,Female
4184,Karen May,15,10,Female
4185,Kyle Carr,17,11,Male
4186,Diana Alexander DVM,16,11,Female
4187,Christopher Baker,18,12,Male
4188,Kevin Harrell PhD,16,11,Male
4189,David Jones Jr.,16,11,Male
4190,Jason Waters,14,9,Male
4191,Monica Contreras,14,9,Female
4192,Paul Guzman,16,10,Male
4193,Michele Jones,15,10,Female
4194,Phyllis Taylor,15,9,Female
4195,Kimberly Jackson,17,12,Female
4196,Mark Burns,16,10,Male
4197,Tina Shepherd,14,9,Female
4198,Jordan Lee,15,9,Male
4199,Alexander Martin,15,9,Male
4200,Antonio Mullen,15,9,Male
4201,Caroline Thomas,15,9,Female
4202,Justin Salazar,14,9,Male
4203,Nathan Henry,16,11,Male
4204,Jerry Carter,16,10,Male
4205,John Washington,16,11,Male
4206,Jennifer Stewart,16,11,Female
4207,Lynn Wood,16,10,Female
4208,Ricky Rodriguez,18,12,Male
4209,Robert Hampton,17,12,Male
4210,Rebekah Gonzalez,16,10,Female
4211,Katherine Ramirez,17,12,Female
4212,Vincent Schneider,17,12,Male
4213,Nicole Allen,15,10,Female
4214,Ms. Erica Murray,14,9,Female
4215,Tyler Carson,16,10,Male
4216,Jamie Harrison,17,12,Male
4217,Reginald Moore,17,11,Male
4218,Thomas Townsend,14,9,Male
4219,Brian Cortez,15,9,Male
4220,Morgan Solomon,15,9,Female
4221,Alyssa Mathis,15,10,Female
4222,Tiffany Erickson,17,12,Female
4223,Janice Baldwin,16,11,Female
4224,Andrew Stewart,14,9,Male
4225,Jody Hernandez,16,11,Female
4226,Jessica Flores,18,12,Female
4227,Robin Edwards,16,11,Female
4228,Tiffany Weiss,16,11,Female
4229,Holly May,17,11,Female
4230,David Davis,17,12,Male
4231,Tiffany Rivera,15,9,Female
4232,Tara Roth,15,10,Female
4233,Kristine White,15,10,Female
4234,Katherine Cisneros,14,9,Female
4235,Tracy Garcia,14,9,Female
4236,Mark Luna,15,9,Male
4237,Kellie Beck,17,11,Female
4238,Pamela Humphrey,16,11,Female
4239,Peter Anthony,18,12,Male
4240,Joseph Adams,16,11,Male
4241,Lisa Johnson,18,12,Female
4242,Michelle Austin,15,10,Female
4243,Maria Terrell,16,10,Female
4244,Ryan Hill,17,12,Male
4245,Bryan Bond,17,11,Male
4246,Dean Thompson,15,9,Male
4247,Peter Hernandez,14,9,Male
4248,Bryce Baxter,14,9,Male
4249,Jose Brown,18,12,Male
4250,Jordan Castro,16,11,Male
4251,Sara Mcdonald,15,10,Female
4252,Michael Morgan,16,11,Male
4253,Patricia Wright,17,12,Female
4254,Angelica Barber,16,11,Female
4255,Brandon Hancock,18,12,Male
4256,Desiree Johnson,17,11,Female
4257,Joseph Cox,17,11,Male
4258,Jennifer Durham DVM,16,10,Female
4259,William Harris,14,9,Male
4260,Jason Waters,16,11,Male
4261,Virginia Webb,16,11,Female
4262,Thomas Collins,18,12,Male
4263,William Cooper,16,11,Male
4264,Jason Taylor,15,10,Male
4265,Dustin Garrett,14,9,Male
4266,Kenneth Buckley,17,12,Male
4267,Stephen Harris,17,11,Male
4268,Miss Kimberly Graves,16,10,Female
4269,Christopher Gibson,16,10,Male
4270,Lisa Ellis,18,12,Female
4271,Nathan Chandler,18,12,Male
4272,Samantha Mcintosh,14,9,Female
4273,Michael Johnson,17,11,Male
4274,Adam Fisher,18,12,Male
4275,Katie Garcia,16,11,Female
4276,Michael Bailey,14,9,Male
4277,Sarah Howell,18,12,Female
4278,Sarah Lester,15,10,Female
4279,Michelle Hester,18,12,Female
4280,Kimberly Peters,16,11,Female
4281,Larry Allen,16,10,Male
4282,Zoe Parks,16,10,Female
4283,Misty Krueger,17,12,Female
4284,Dylan Hunter,16,11,Male
4285,Sergio West,15,9,Male
4286,Nicholas Zuniga,17,11,Male
4287,Catherine Cain,15,9,Female
4288,Adrian Pruitt,14,9,Male
4289,Tanya Nixon,18,12,Female
4290,Michelle Erickson,17,12,Female
4291,Kiara Wilson,15,10,Female
4292,John Reeves,17,11,Male
4293,David Davidson,14,9,Male
4294,Kenneth Carter,14,9,Male
4295,John Russell,14,9,Male
4296,Darrell Sanders,15,10,Male
4297,Kelsey Campbell,15,10,Female
4298,Zachary Odom,18,12,Male
4299,Roy Floyd,15,10,Male
4300,Keith Pena,17,12,Male
4301,Timothy Robinson,15,10,Male
4302,Stephanie Wade,14,9,Female
4303,Cindy Graves,15,9,Female
4304,Miguel Pratt,16,10,Male
4305,Jeffrey Turner,17,11,Male
4306,Adam Brock,18,12,Male
4307,Jesse Beasley,16,11,Male
4308,Aaron Merritt,17,11,Male
4309,Steven Miller,15,9,Male
4310,Robert Graves,16,11,Male
4311,Justin Davis,17,11,Male
4312,Sharon Hall,16,10,Female
4313,Mary Parker,15,10,Female
4314,Joshua Gomez,15,10,Male
4315,Raymond Johnson,17,11,Male
4316,Heather Dunn,16,11,Female
4317,Brianna Hale,14,9,Female
4318,Lindsey Romero,18,12,Female
4319,Omar Marshall,15,9,Male
4320,Dr. Ashley Jacobs,18,12,Female
4321,Lisa Burns,16,10,Female
4322,Ryan Smith,15,9,Male
4323,Mr. Peter Williams,17,12,Male
4324,Samantha Ruiz,16,11,Female
4325,Timothy Cook,15,9,Male
4326,Jesse Valdez,16,10,Male
4327,Ann Davis,17,12,Female
4328,Mary Green,14,9,Female
4329,Beth Byrd,15,10,Female
4330,Steven Jackson,15,10,Male
4331,John Moran Jr.,17,11,Male
4332,Brandy Gutierrez,18,12,Female
4333,Jason Burnett,15,10,Male
4334,Adam Evans,17,11,Male
4335,Christopher Howe,18,12,Male
4336,Margaret Murphy,16,11,Female
4337,Kimberly Hurst,15,10,Female
4338,George Kelly,15,9,Male
4339,Jon Jones,15,10,Male
4340,Samantha Wells,14,9,Female
4341,Kristin Murray,18,12,Female
4342,Jeffrey Ramsey,15,9,Male
4343,Timothy Williams,14,9,Male
4344,Michael Guerra,15,9,Male
4345,Barbara Ellis,18,12,Female
4346,Alexis Warren,17,11,Female
4347,Paula Williams,15,10,Female
4348,Robert Cox,16,10,Male
4349,Ernest Townsend,17,12,Male
4350,Joseph Ramos,14,9,Male
4351,Tracy Hill,17,11,Female
4352,Daniel Hayden,16,11,Male
4353,Terry Moran,16,11,Male
4354,Michele Cardenas,15,9,Female
4355,Hannah Bryant,16,10,Female
4356,Mary Cross,15,9,Female
4357,Bonnie Smith,16,10,Female
4358,Heather Ware,14,9,Female
4359,Donald Orozco,15,9,Male
4360,Lori Mooney,14,9,Female
4361,Joseph Brown,15,9,Male
4362,Caleb Strickland,15,10,Male
4363,Jennifer Newton,16,11,Female
4364,Eric Ellison,16,11,Male
4365,Cheryl Ortega,15,10,Female
4366,Kathy Rice,15,9,Female
4367,Michele Roberts,14,9,Female
4368,Melissa Duke,16,11,Female
4369,Richard Thomas,17,11,Male
4370,Patricia Marquez,15,10,Female
4371,Michael Mendoza,15,10,Male
4372,Sandra Griffin,16,10,Female
4373,Jonathan Larson,15,10,Male
4374,Lauren Garcia,15,10,Female
4375,Samantha Gray,15,10,Female
4376,Daniel Rice,16,10,Male
4377,Matthew Scott Jr.,14,9,Male
4378,Lydia Diaz,17,11,Female
4379,Rodney Foster,17,11,Male
4380,Haley Davis,17,12,Female
4381,Michael Pierce,17,12,Male
4382,Misty Vazquez,18,12,Female
4383,Heather Price,17,11,Female
4384,Adrian Rivas,17,11,Male
4385,Melissa Collins,15,9,Female
4386,Mark Blevins,18,12,Male
4387,Vanessa George,16,10,Female
4388,Logan Ramos,16,11,Male
4389,Steven Guerra,16,11,Male
4390,Nicholas Hunter,15,10,Male
4391,Cheryl Woods,16,11,Female
4392,Sharon Cortez,18,12,Female
4393,Jane Smith,15,10,Female
4394,Daniel Coleman,17,11,Male
4395,Arthur Wheeler IV,15,10,Male
4396,Taylor Ortiz,15,10,Female
4397,Lisa Rocha,15,10,Female
4398,Dwayne Wang,18,12,Male
4399,Stephanie Beck,16,11,Female
4400,Scott Armstrong,16,11,Male
4401,Megan Jefferson,18,12,Female
4402,David Hughes,14,9,Male
4403,Leonard Montes,15,9,Male
4404,Alicia Myers,18,12,Female
4405,Thomas Andrews,16,11,Male
4406,Philip Davis DVM,18,12,Male
4407,Janice Hall,15,9,Female
4408,Justin Duncan,18,12,Male
4409,Drew Fernandez,16,10,Male
4410,Justin Hood,16,10,Male
4411,Kyle Clay,17,11,Male
4412,Andrea Everett,18,12,Female
4413,Miguel Torres,15,10,Male
4414,Sarah Harper,16,10,Female
4415,David Jimenez,17,11,Male
4416,Luis Cruz,15,9,Male
4417,Kurt Nelson,14,9,Male
4418,Travis Martin,16,11,Male
4419,William Stevenson,16,10,Male
4420,Scott Scott,16,11,Male
4421,Mrs. Kayla Brady MD,16,10,Female
4422,Michael Romero,15,9,Male
4423,Emily Anderson,18,12,Female
4424,Paul Aguilar,16,11,Male
4425,John Harris,16,10,Male
4426,Maria Shah,16,11,Female
4427,James Hutchinson,15,9,Male
4428,Benjamin Jimenez,15,9,Male
4429,Jeremy Romero,16,10,Male
4430,Brandy Hamilton,15,9,Female
4431,Eric Hudson,14,9,Male
4432,Frank Brewer,16,10,Male
4433,Michael Hamilton,17,11,Male
4434,Brittany Smith,17,11,Female
4435,Tiffany Moore,18,12,Female
4436,Brenda Cummings,14,9,Female
4437,Tina Davis,18,12,Female
4438,Anthony Davis,18,12,Male
4439,Michele Watkins,15,9,Female
4440,Daniel Hill,15,9,Male
4441,Ms. Tiffany Flores,17,11,Female
4442,Anna Smith,16,11,Female
4443,Vincent Warren,15,10,Male
4444,Manuel Martinez,15,9,Male
4445,David Sullivan,15,10,Male
4446,Mr. Antonio Rowland,18,12,Male
4447,Rebecca Ryan,15,10,Female
4448,Bryan Lopez,17,11,Male
4449,Zachary Edwards,16,11,Male
4450,Ann Lane,14,9,Female
4451,Bridget Sims,14,9,Female
4452,William Bowen,15,9,Male
4453,John Anderson,17,11,Male
4454,Michael Hughes,16,11,Male
4455,Randy Gibson,15,9,Male
4456,Jenna Anderson,15,9,Female
4457,Christopher Andersen,14,9,Male
4458,Kevin King,18,12,Male
4459,Autumn Combs,17,11,Female
4460,Alicia Rodriguez,16,11,Female
4461,Christine Farmer,18,12,Female
4462,Richard Miller,16,10,Male
4463,Cheryl Perry MD,15,9,Female
4464,Lori Little,15,10,Female
4465,Donald Miller,15,10,Male
4466,Kelly Bullock,18,12,Female
4467,Vanessa Roberts,15,10,Female
4468,Sara Edwards,14,9,Female
4469,Aaron Payne,14,9,Male
4470,Angela Harrison,18,12,Female
4471,Charles Browning,15,9,Male
4472,Tanya Stone,15,10,Female
4473,James Johnson,16,11,Male
4474,Cassandra Gallegos,15,10,Female
4475,Kathy Yang,16,11,Female
4476,Samuel Rubio,15,9,Male
4477,Dakota Mendoza,16,11,Male
4478,Danielle Dean,18,12,Female
4479,Benjamin Stevenson,16,11,Male
4480,Jesse Nelson,15,10,Male
4481,Peter Holmes,17,12,Male
4482,Michelle Walker,17,11,Female
4483,Mrs. Samantha Martinez,14,9,Female
4484,John Jensen,17,11,Male
4485,Kathleen Myers,15,10,Female
4486,Samantha Gutierrez,16,10,Female
4487,Donald Jacobs,15,9,Male
4488,Katrina Williams,16,10,Female
4489,Mariah Powers,15,9,Female
4490,Sarah Watts,15,9,Female
4491,Eric Jordan,15,9,Male
4492,Billy Collins,17,12,Male
4493,Todd Wilkins,16,10,Male
4494,Jose Martinez,15,10,Male
4495,James Collins,17,12,Male
4496,Desiree Powers,15,9,Female
4497,Denise Stanley,16,10,Female
4498,Stefanie Cortez,16,10,Female
4499,Kelsey Simpson,17,11,Female
4500,Jeffery Monroe,17,11,Male
4501,Aimee Mcfarland,18,12,Female
4502,Jose Willis,15,10,Male
4503,Michael Jones,14,9,Male
4504,Heather Flores,16,11,Female
4505,Stephen Smith,15,10,Male
4506,Rachel Robinson,17,11,Female
4507,Henry Perry,17,12,Male
4508,Brian Bell,16,11,Male
4509,Michael Rivera,16,11,Male
4510,Kenneth Cook,18,12,Male
4511,Laura Mckenzie,18,12,Female
4512,John Ball,16,11,Male
4513,Jamie Randall,16,10,Female
4514,Alexis Ford,17,11,Female
4515,George Hoffman,15,9,Male
4516,Amber Gentry,15,10,Female
4517,Nancy Walton,15,10,Female
4518,Michael Castillo,17,12,Male
4519,Erika Robinson,15,10,Female
4520,Angela Grimes,15,10,Female
4521,Andre Paul,14,9,Male
4522,Christopher Rogers,16,10,Male
4523,Benjamin Joyce,16,10,Male
4524,Alyssa Rojas,15,10,Female
4525,James Vazquez,16,11,Male
4526,Jim Owens,14,9,Male
4527,Justin Sullivan,17,12,Male
4528,Marc Kennedy,18,12,Male
4529,Angela Benson,16,11,Female
4530,Dr. Barbara Richard,16,11,Female
4531,Anna Chavez,17,11,Female
4532,Brandon Lewis,16,10,Male
4533,Jasmine Fernandez,15,10,Female
4534,Rachel Jackson,15,9,Female
4535,James Matthews,16,11,Male
4536,Jessica Kelly,17,12,Female
4537,Dale Caldwell,16,11,Male
4538,Olivia Vaughan,17,12,Female
4539,Kevin Lindsey,17,12,Male
4540,Teresa Wright,18,12,Female
4541,Dana Phelps,16,10,Female
4542,Melissa Miller,18,12,Female
4543,Megan Nichols,15,9,Female
4544,Anthony Harrison,16,11,Male
4545,Brenda Bailey MD,15,10,Female
4546,Russell Blair,14,9,Male
4547,Kelsey Jones,16,10,Female
4548,Kimberly Burnett,17,11,Female
4549,Dr. Tammy Cole,15,10,Female
4550,Kathy Compton,18,12,Female
4551,Melissa Dean,16,10,Female
4552,Sarah Clark,16,11,Female
4553,Robert Mckinney,14,9,Male
4554,Heather Moyer,17,12,Female
4555,Sheila Brooks,14,9,Female
